Vrsta	Species_binomial	Genus	Statusi	BOLD_ITS2_status
Orobanche teucrii Holandre	Orobanche teucrii	Orobanche	17	MATCHED
Orthilia secunda (L.) House	Orthilia secunda	Orthilia		MATCHED
Orthothecium intricatum (Hartm.) Schimp.	Orthothecium intricatum	Orthothecium		MATCHED
Orthothecium rufescens (Brid.) Schimp.	Orthothecium rufescens	Orthothecium		MATCHED
Orthothecium strictum Lorentz	Orthothecium strictum	Orthothecium	14	MATCHED
Orthotrichum anomalum Hedw.	Orthotrichum anomalum	Orthotrichum		MATCHED
Orthotrichum cupulatum Brid.	Orthotrichum cupulatum	Orthotrichum	14	MATCHED
Orthotrichum diaphanum Brid.	Orthotrichum diaphanum	Orthotrichum		MATCHED
Orthotrichum rogeri Brid.	Orthotrichum rogeri	Orthotrichum	7, 51	MATCHED
Orthotrichum stellatum Brid.	Orthotrichum stellatum	Orthotrichum		MATCHED
Orthotrichum stramineum Brid.	Orthotrichum stramineum	Orthotrichum		MATCHED
Orthotrichum tenellum Brid.	Orthotrichum tenellum	Orthotrichum		MATCHED
Ostrya carpinifolia Scop.	Ostrya carpinifolia	Ostrya		MATCHED
Osyris alba L.	Osyris alba	Osyris		MATCHED
Oxalis acetosella L.	Oxalis acetosella	Oxalis		MATCHED
Oxalis corniculata L.	Oxalis corniculata	Oxalis		MATCHED
Oxalis dillenii Jacq.	Oxalis dillenii	Oxalis		MATCHED
Oxyria digyna (L.) Hill	Oxyria digyna	Oxyria		MATCHED
Oxyrrhynchium speciosum (Brid.) Warnst.	Oxyrrhynchium speciosum	Oxyrrhynchium		MATCHED
Oxytropis campestris (L.) DC.	Oxytropis campestris	Oxytropis		MATCHED
Pachysandra terminalis Siebold et Zucc.	Pachysandra terminalis	Pachysandra		MATCHED
Paeonia officinalis L.	Paeonia officinalis	Paeonia	13, 25, 27	MATCHED
Pallenis spinosa (L.) Cass.	Pallenis spinosa	Pallenis		MATCHED
Palustriella commutata (Hedw.) Ochyra	Palustriella commutata	Palustriella		MATCHED
Palustriella decipiens (De Not.) Ochyra	Palustriella decipiens	Palustriella		MATCHED
Palustriella falcata (Brid.) Hedenäs	Palustriella falcata	Palustriella		MATCHED
Panicum capillare L.	Panicum capillare	Panicum		MATCHED
Panicum dichotomiflorum Michx.	Panicum dichotomiflorum	Panicum		MATCHED
Panicum miliaceum L. [s.l.]	Panicum miliaceum	Panicum		MATCHED
Papaver alpinum L. [s. l.]	Papaver alpinum	Papaver		MATCHED
Papaver dubium L.	Papaver dubium	Papaver		MATCHED
Papaver rhoeas L.	Papaver rhoeas	Papaver		MATCHED
Papaver somniferum L.	Papaver somniferum	Papaver		MATCHED
Paraleucobryum enerve (Thed.) Loeske	Paraleucobryum enerve	Paraleucobryum	14	MATCHED
Paraleucobryum longifolium (Hedw.) Loeske	Paraleucobryum longifolium	Paraleucobryum		MATCHED
Parapholis incurva (L.) C. E. Hubb.	Parapholis incurva	Parapholis	17	MATCHED
Parietaria judaica L.	Parietaria judaica	Parietaria		MATCHED
Paris quadrifolia L.	Paris quadrifolia	Paris		MATCHED
Parnassia palustris L.	Parnassia palustris	Parnassia		MATCHED
Parthenocissus inserta (Kern.) Fritsch	Parthenocissus inserta	Parthenocissus		MATCHED
Parthenocissus quinquefolia (L.) Planch.	Parthenocissus quinquefolia	Parthenocissus		MATCHED
Parthenocissus tricuspidata (Sieber &amp; Zucc.) Planch.	Parthenocissus tricuspidata	Parthenocissus		MATCHED
Paspalum dilatatum Poiret	Paspalum dilatatum	Paspalum		MATCHED
Paspalum distichum L.	Paspalum distichum	Paspalum		MATCHED
Pastinaca sativa L.	Pastinaca sativa	Pastinaca		MATCHED
Pediastrum duplex Meyen, 1829	Pediastrum duplex	Pediastrum		MATCHED
Pedicularis palustris L.	Pedicularis palustris	Pedicularis	13	MATCHED
Pedicularis recutita L.	Pedicularis recutita	Pedicularis		MATCHED
Pedicularis verticillata L.	Pedicularis verticillata	Pedicularis		MATCHED
Pedinophyllum interruptum (Nees) Kaal.	Pedinophyllum interruptum	Pedinophyllum		MATCHED
Pellia epiphylla (L.) Corda	Pellia epiphylla	Pellia		MATCHED
Pellia neesiana (Gottsche) Limpr.	Pellia neesiana	Pellia		MATCHED
Peltaria alliacea Jacq.	Peltaria alliacea	Peltaria		MATCHED
Periploca graeca L.	Periploca graeca	Periploca		MATCHED
Persicaria bistorta (L.) Samp.	Persicaria bistorta	Persicaria		MATCHED
Petasites albus (L.) Gaertn.	Petasites albus	Petasites		MATCHED
Petasites hybridus (L.) Gaertn., Mey. &amp; Scherb.	Petasites hybridus	Petasites		MATCHED
Petrocallis pyrenaica (L.) R. Br.	Petrocallis pyrenaica	Petrocallis		MATCHED
Petrorhagia prolifera (L.) Ball &amp; Heywood	Petrorhagia prolifera	Petrorhagia		MATCHED
Petrorhagia saxifraga (L.) Link	Petrorhagia saxifraga	Petrorhagia		MATCHED
Petroselinum crispum (Mill.) A. W. Hill	Petroselinum crispum	Petroselinum		MATCHED
Phacelia tanacetifolia Benth.	Phacelia tanacetifolia	Phacelia		MATCHED
Phaeoceros laevis (L.) Prosk.	Phaeoceros laevis	Phaeoceros	13	MATCHED
Phalaris arundinacea L.	Phalaris arundinacea	Phalaris		MATCHED
Phalaris brachystachys Link	Phalaris brachystachys	Phalaris		MATCHED
Phalaris canariensis L.	Phalaris canariensis	Phalaris		MATCHED
Phalaris minor Retz.	Phalaris minor	Phalaris		MATCHED
Phalaris paradoxa L.	Phalaris paradoxa	Phalaris		MATCHED
Phaseolus coccineus L.	Phaseolus coccineus	Phaseolus		MATCHED
Phaseolus vulgaris L.	Phaseolus vulgaris	Phaseolus		MATCHED
Phegopteris connectilis (Michx.) Watt	Phegopteris connectilis	Phegopteris		MATCHED
Phellodendron amurense Rupr.	Phellodendron amurense	Phellodendron		MATCHED
Philadelphus coronarius L.	Philadelphus coronarius	Philadelphus		MATCHED
Phillyrea latifolia L.	Phillyrea latifolia	Phillyrea	14	MATCHED
Philonotis caespitosa Jur.	Philonotis caespitosa	Philonotis	13	MATCHED
Philonotis calcarea (Bruch &amp; Schimp.) Schimp.	Philonotis calcarea	Philonotis		MATCHED
Philonotis capillaris Lindb.	Philonotis capillaris	Philonotis	13	MATCHED
Philonotis fontana (Hedw.) Brid.	Philonotis fontana	Philonotis		MATCHED
Philonotis marchica (Hedw.) Brid.	Philonotis marchica	Philonotis		MATCHED
Philonotis seriata Mitt.	Philonotis seriata	Philonotis	13	MATCHED
Philonotis tomentella Molendo	Philonotis tomentella	Philonotis	13	MATCHED
Phleum alpinum L. [s.str.]	Phleum alpinum	Phleum	14	MATCHED
Phleum bertolonii DC.	Phleum bertolonii	Phleum		MATCHED
Phleum phleoides (L.) H.Karst.	Phleum phleoides	Phleum		MATCHED
Phleum pratense L. [s.str.]	Phleum pratense	Phleum		MATCHED
Phragmites australis (Cav.) Trin. ex Steud.	Phragmites australis	Phragmites		MATCHED
Physalis peruviana L.	Physalis peruviana	Physalis		MATCHED
Physcomitrium patens (Hedw.) Mitt.	Physcomitrium patens	Physcomitrium	12	MATCHED
Physcomitrium pyriforme (Hedw.) Brid.	Physcomitrium pyriforme	Physcomitrium	13	MATCHED
Physocarpus opulifolius (L.) Maxim.	Physocarpus opulifolius	Physocarpus		MATCHED
Physoplexis comosa (L.) Schur	Physoplexis comosa	Physoplexis	8, 25, 34, 51	MATCHED
Phyteuma betonicifolium Vill.	Phyteuma betonicifolium	Phyteuma		MATCHED
Phyteuma nigrum F. W. Schmidt	Phyteuma nigrum	Phyteuma		MATCHED
Phyteuma orbiculare L. [s.str.]	Phyteuma orbiculare	Phyteuma		MATCHED
Phyteuma ovatum Honck.	Phyteuma ovatum	Phyteuma		MATCHED
Phyteuma scorzonerifolium Vill.	Phyteuma scorzonerifolium	Phyteuma		MATCHED
Phyteuma sieberi Spreng.	Phyteuma sieberi	Phyteuma		MATCHED
Phyteuma spicatum L. [s.l.]	Phyteuma spicatum	Phyteuma		MATCHED
Phytolacca acinosa Roxb.	Phytolacca acinosa	Phytolacca		MATCHED
Phytolacca americana L.	Phytolacca americana	Phytolacca		MATCHED
Picea abies (L.) H.Karst.	Picea abies	Picea		MATCHED
Picea engelmannii Parry ex Engelm.	Picea engelmannii	Picea		MATCHED
Picea glauca (Moench) Voss	Picea glauca	Picea		MATCHED
Picea pungens Engelm.	Picea pungens	Picea		MATCHED
Picea sitchensis (Bong.) Carrière	Picea sitchensis	Picea		MATCHED
Picnomon acarna (L.) Cass.	Picnomon acarna	Picnomon		MATCHED
Picris hieracioides L. [s.l.]	Picris hieracioides	Picris		MATCHED
Pilularia globulifera L.	Pilularia globulifera	Pilularia	10	MATCHED
Pimpinella anisum L.	Pimpinella anisum	Pimpinella		MATCHED
Pimpinella major (L.) Huds. [s.l.]	Pimpinella major	Pimpinella		MATCHED
Pimpinella saxifraga L.	Pimpinella saxifraga	Pimpinella		MATCHED
Pinguicula alpina L.	Pinguicula alpina	Pinguicula	25	MATCHED
Pinguicula vulgaris L.	Pinguicula vulgaris	Pinguicula	25	MATCHED
Pinus cembra L.	Pinus cembra	Pinus		MATCHED
Pinus contorta Douglas ex Loudon	Pinus contorta	Pinus		MATCHED
Pinus halepensis Mill.	Pinus halepensis	Pinus		MATCHED
Pinus mugo Turra	Pinus mugo	Pinus		MATCHED
Pinus nigra Arnold	Pinus nigra	Pinus		MATCHED
Pinus pinaster Poir.	Pinus pinaster	Pinus		MATCHED
Pinus pinea L.	Pinus pinea	Pinus		MATCHED
Pinus ponderosa Douglas ex C.Lawson	Pinus ponderosa	Pinus		MATCHED
Pinus strobus L.	Pinus strobus	Pinus		MATCHED
Pinus sylvestris L.	Pinus sylvestris	Pinus		MATCHED
Pinus wallichiana A. B. Jacks.	Pinus wallichiana	Pinus		MATCHED
Piptatherum virescens (Trin.) Boiss.	Piptatherum virescens	Piptatherum		MATCHED
Pistacia terebinthus L.	Pistacia terebinthus	Pistacia	13	MATCHED
Pisum sativum L.	Pisum sativum	Pisum		MATCHED
Pittosporum tobira (Murray) Aiton fil.	Pittosporum tobira	Pittosporum		MATCHED
Plagiochila asplenioides (L.) Dumort.	Plagiochila asplenioides	Plagiochila		MATCHED
Plagiochila porelloides (Nees) Lindenb.	Plagiochila porelloides	Plagiochila		MATCHED
Plagiomnium affine (Funck) T. J. Kop.	Plagiomnium affine	Plagiomnium		MATCHED
Plagiomnium cuspidatum (Hedw.) T. J. Kop.	Plagiomnium cuspidatum	Plagiomnium		MATCHED
Plagiomnium elatum (Brusch &amp; Schimp.) T. J. Kop.	Plagiomnium elatum	Plagiomnium		MATCHED
Plagiomnium ellipticum (Brid.) T. J. Kop.	Plagiomnium ellipticum	Plagiomnium		MATCHED
Plagiomnium medium (Brusch &amp; Schimp.) T. J. Kop.	Plagiomnium medium	Plagiomnium		MATCHED
Plagiomnium rostratum (Schrad.) T. J. Kop.	Plagiomnium rostratum	Plagiomnium		MATCHED
Plagiomnium undulatum (Hedw.) T. J. Kop.	Plagiomnium undulatum	Plagiomnium		MATCHED
Plagiothecium cavifolium (Brid.) Z. Iwats.	Plagiothecium cavifolium	Plagiothecium		MATCHED
Plagiothecium curvifolium Limpr.	Plagiothecium curvifolium	Plagiothecium	14	MATCHED
Plagiothecium denticulatum (Hedw.) Schimp.	Plagiothecium denticulatum	Plagiothecium		MATCHED
Plagiothecium laetum Schimp.	Plagiothecium laetum	Plagiothecium		MATCHED
Plagiothecium neckeroideum Schimp.	Plagiothecium neckeroideum	Plagiothecium	14	MATCHED
Plagiothecium nemorale (Mitt.) A. Jaeger	Plagiothecium nemorale	Plagiothecium		MATCHED
Plagiothecium piliferum (Sw.) Schimp.	Plagiothecium piliferum	Plagiothecium	14	MATCHED
Plagiothecium platyphyllum Mönk.	Plagiothecium platyphyllum	Plagiothecium		MATCHED
Plagiothecium succulentum (Wilson) Lindb.	Plagiothecium succulentum	Plagiothecium	14	MATCHED
Plagiothecium undulatum (Hedw.) Schimp.	Plagiothecium undulatum	Plagiothecium		MATCHED
Plantago arenaria Waldst. &amp; Kit.	Plantago arenaria	Plantago	17	MATCHED
Plantago coronopus L.	Plantago coronopus	Plantago	13	MATCHED
Plantago lanceolata L.	Plantago lanceolata	Plantago		MATCHED
Plantago major L. [s.l.]	Plantago major	Plantago		MATCHED
Plantago maritima L.	Plantago maritima	Plantago		MATCHED
Plantago media L.	Plantago media	Plantago		MATCHED
Plasteurhynchium meridionale (Schimp.) M. Fleisch.	Plasteurhynchium meridionale	Plasteurhynchium	14	MATCHED
Plasteurhynchium striatulum (Spruce) M. Fleisch.	Plasteurhynchium striatulum	Plasteurhynchium		MATCHED
Platanthera bifolia (L.) Rich.	Platanthera bifolia	Platanthera	25, 27	MATCHED
Platanthera chlorantha (Custer) Rchb.	Platanthera chlorantha	Platanthera	14, 25, 27	MATCHED
Platanus orientalis L.	Platanus orientalis	Platanus		MATCHED
Platydictya jungermannioides (Brid.) H. A. Crum	Platydictya jungermannioides	Platydictya		MATCHED
Platygyrium repens (Brid.) Schimp.	Platygyrium repens	Platygyrium		MATCHED
Platyhypnum duriusculum (De Not.) Ochyra	Platyhypnum duriusculum	Platyhypnum	13	MATCHED
Platyhypnum molle (Hedw.) Loeske	Platyhypnum molle	Platyhypnum	12	MATCHED
Pleuridium acuminatum Lindb.	Pleuridium acuminatum	Pleuridium		MATCHED
Pleuridium subulatum (Hedw.) Rabenh.	Pleuridium subulatum	Pleuridium		MATCHED
Pleurospermum austriacum (L.) Hoffm.	Pleurospermum austriacum	Pleurospermum		MATCHED
Pleurozium schreberi (Brid.) Mitt.	Pleurozium schreberi	Pleurozium		MATCHED
Poa alpina L.	Poa alpina	Poa		MATCHED
Poa angustifolia L.	Poa angustifolia	Poa		MATCHED
Poa annua L.	Poa annua	Poa		MATCHED
Poa badensis Haenke ex Willd.	Poa badensis	Poa	14	MATCHED
Poa bulbosa L.	Poa bulbosa	Poa		MATCHED
Poa chaixii Vill.	Poa chaixii	Poa	14	MATCHED
Poa compressa L.	Poa compressa	Poa		MATCHED
Poa glauca Vahl	Poa glauca	Poa	14	MATCHED
Poa hybrida Gaudin	Poa hybrida	Poa		MATCHED
Poa laxa Haenke	Poa laxa	Poa	14	MATCHED
Poa nemoralis L.	Poa nemoralis	Poa		MATCHED
Poa palustris L.	Poa palustris	Poa		MATCHED
Poa pratensis L. [s.str.]	Poa pratensis	Poa		MATCHED
Poa remota Forselles	Poa remota	Poa	14	MATCHED
Poa stiriaca Fritsch &amp; Hayek	Poa stiriaca	Poa	14	MATCHED
Poa supina Schrad.	Poa supina	Poa		MATCHED
Poa trivialis L. [s.str.]	Poa trivialis	Poa		MATCHED
Pogonatum urnigerum (Hedw.) P. Beauv.	Pogonatum urnigerum	Pogonatum		MATCHED
Pohlia annotina (Hedw.) Lindb.	Pohlia annotina	Pohlia		MATCHED
Pohlia bulbifera (Warnst.) Warnst.	Pohlia bulbifera	Pohlia	12	MATCHED
Pohlia cruda (Hedw.) Lindb.	Pohlia cruda	Pohlia		MATCHED
Pohlia drummondii (Müll. Hal.) A. L. Andrews	Pohlia drummondii	Pohlia	14	MATCHED
Pohlia elongata Hedw.	Pohlia elongata	Pohlia		MATCHED
Pohlia lescuriana (Sull.) Ochi	Pohlia lescuriana	Pohlia		MATCHED
Pohlia longicolla (Hedw.) Lindb.	Pohlia longicolla	Pohlia		MATCHED
Pohlia ludwigii (Schwägr.) Broth.	Pohlia ludwigii	Pohlia	12	MATCHED
Pohlia nutans (Hedw.) Lindb.	Pohlia nutans	Pohlia		MATCHED
Pohlia obtusifolia (Brid.) L. F. Koch	Pohlia obtusifolia	Pohlia	13	MATCHED
Pohlia proligera (Kindb.) Broth.	Pohlia proligera	Pohlia	13	MATCHED
Pohlia vexans (Limpr.) H. Lindb.	Pohlia vexans	Pohlia		MATCHED
Pohlia wahlenbergii (F. Weber &amp; D. Mohr) A. L. Andrews	Pohlia wahlenbergii	Pohlia		MATCHED
Polycarpon tetraphyllum (L.) L.	Polycarpon tetraphyllum	Polycarpon		MATCHED
Polycnemum majus A. Br.	Polycnemum majus	Polycnemum		MATCHED
Polygala amarella Crantz	Polygala amarella	Polygala		MATCHED
Polygala chamaebuxus L.	Polygala chamaebuxus	Polygala		MATCHED
Polygala comosa Schkuhr	Polygala comosa	Polygala		MATCHED
Polygala major Jacq.	Polygala major	Polygala		MATCHED
Polygala vulgaris L. [s.l.]	Polygala vulgaris	Polygala		MATCHED
Polygonatum multiflorum (L.) All.	Polygonatum multiflorum	Polygonatum		MATCHED
Polygonatum odoratum (Mill.) Druce	Polygonatum odoratum	Polygonatum		MATCHED
Polygonatum verticillatum (L.) All.	Polygonatum verticillatum	Polygonatum		MATCHED
Polygonum arenastrum Boreau	Polygonum arenastrum	Polygonum		MATCHED
Polygonum aviculare L. [s.l.]	Polygonum aviculare	Polygonum		MATCHED
Polygonum bellardii All.	Polygonum bellardii	Polygonum	11	MATCHED
Polygonum bistorta L.	Polygonum bistorta	Polygonum		MATCHED
Polygonum maritimum L.	Polygonum maritimum	Polygonum	11	MATCHED
Polygonum oxyspermum Mey. &amp; Bunge ex Ledeb.	Polygonum oxyspermum	Polygonum		MATCHED
Polypodium vulgare L.	Polypodium vulgare	Polypodium		MATCHED
Polypogon monspeliensis (L.) Desf.	Polypogon monspeliensis	Polypogon	10	MATCHED
Polypogon viridis (Gouan) Breistr.	Polypogon viridis	Polypogon		MATCHED
Polystichum lonchitis (L.) Roth	Polystichum lonchitis	Polystichum		MATCHED
Polytrichastrum alpinum (Hedw.) G. L. Sm.	Polytrichastrum alpinum	Polytrichastrum		MATCHED
Polytrichastrum sexangulare (Brid.) G. L. Sm.	Polytrichastrum sexangulare	Polytrichastrum	13	MATCHED
Polytrichum commune Hedw.	Polytrichum commune	Polytrichum		MATCHED
Polytrichum formosum Hedw.	Polytrichum formosum	Polytrichum		MATCHED
Polytrichum juniperinum Hedw.	Polytrichum juniperinum	Polytrichum		MATCHED
Polytrichum longisetum Brid.	Polytrichum longisetum	Polytrichum		MATCHED
Polytrichum piliferum Hedw.	Polytrichum piliferum	Polytrichum		MATCHED
Polytrichum strictum Brid.	Polytrichum strictum	Polytrichum		MATCHED
Pontederia cordata L.	Pontederia cordata	Pontederia		MATCHED
Populus alba L.	Populus alba	Populus		MATCHED
Populus deltoides W. Bartram ex Marshall	Populus deltoides	Populus		MATCHED
Populus nigra L.	Populus nigra	Populus		MATCHED
Populus tremula L.	Populus tremula	Populus		MATCHED
Porella arboris-vitae (With.) Grolle	Porella arboris-vitae	Porella		MATCHED
Porella cordaeana (Huebener) Moore	Porella cordaeana	Porella		MATCHED
Porella obtusata (Taylor) Trevis.	Porella obtusata	Porella		MATCHED
Porella platyphylla (L.) Pfeiff.	Porella platyphylla	Porella		MATCHED
Portulaca oleracea L.	Portulaca oleracea	Portulaca		MATCHED
Potamogeton acutifolius Link ex Roem. &amp; Schult.	Potamogeton acutifolius	Potamogeton	12	MATCHED
Potamogeton alpinus Balb.	Potamogeton alpinus	Potamogeton	14	MATCHED
Potamogeton berchtoldii Fieber	Potamogeton berchtoldii	Potamogeton	13	MATCHED
Potamogeton coloratus Hornem.	Potamogeton coloratus	Potamogeton	12	MATCHED
Potamogeton compressus L.	Potamogeton compressus	Potamogeton	17	MATCHED
Potamogeton crispus L.	Potamogeton crispus	Potamogeton		MATCHED
Potamogeton friesii Rupr.	Potamogeton friesii	Potamogeton		MATCHED
Potamogeton gramineus L.	Potamogeton gramineus	Potamogeton	12	MATCHED
Potamogeton lucens L.	Potamogeton lucens	Potamogeton	13	MATCHED
Potamogeton natans L.	Potamogeton natans	Potamogeton		MATCHED
Potamogeton nodosus Poir.	Potamogeton nodosus	Potamogeton	13	MATCHED
Potamogeton obtusifolius Mert. &amp; Koch	Potamogeton obtusifolius	Potamogeton	14	MATCHED
Potamogeton perfoliatus L.	Potamogeton perfoliatus	Potamogeton	13	MATCHED
Potamogeton polygonifolius Pourr.	Potamogeton polygonifolius	Potamogeton		MATCHED
Potamogeton praelongus Wulfen	Potamogeton praelongus	Potamogeton	12	MATCHED
Potamogeton pusillus L.	Potamogeton pusillus	Potamogeton	13	MATCHED
Potamogeton trichoides Cham. &amp; Schltdl.	Potamogeton trichoides	Potamogeton	12	MATCHED
Potentilla alba L.	Potentilla alba	Potentilla		MATCHED
Potentilla anserina L.	Potentilla anserina	Potentilla		MATCHED
Potentilla argentea L. [s.l.]	Potentilla argentea	Potentilla		MATCHED
Potentilla caulescens L.	Potentilla caulescens	Potentilla		MATCHED
Potentilla crantzii (Crantz) Beck ex Fritsch	Potentilla crantzii	Potentilla		MATCHED
Potentilla erecta (L.) Raeusch.	Potentilla erecta	Potentilla		MATCHED
Potentilla inclinata Vill.	Potentilla inclinata	Potentilla		MATCHED
Potentilla micrantha Ramond ex DC. [s.str.]	Potentilla micrantha	Potentilla		MATCHED
Potentilla norvegica L.	Potentilla norvegica	Potentilla	14	MATCHED
Potentilla recta L.	Potentilla recta	Potentilla		MATCHED
Potentilla reptans L.	Potentilla reptans	Potentilla		MATCHED
Potentilla sterilis (L.) Garcke	Potentilla sterilis	Potentilla	17	MATCHED
Potentilla supina L.	Potentilla supina	Potentilla	13	MATCHED
Prenanthes purpurea L.	Prenanthes purpurea	Prenanthes		MATCHED
Primula elatior (L.) Hill	Primula elatior	Primula		MATCHED
Primula farinosa L.	Primula farinosa	Primula	13	MATCHED
Primula halleri J. F. Gmel.	Primula halleri	Primula		MATCHED
Primula veris L. [s.l.]	Primula veris	Primula		MATCHED
Primula vulgaris Huds.	Primula vulgaris	Primula		MATCHED
Protolophozia elongata (Steph.) Schljakov	Protolophozia elongata	Protolophozia	14	MATCHED
Prunella laciniata (L.) L.	Prunella laciniata	Prunella		MATCHED
Prunella vulgaris L.	Prunella vulgaris	Prunella		MATCHED
Prunus armeniaca L.	Prunus armeniaca	Prunus		MATCHED
Prunus avium L.	Prunus avium	Prunus		MATCHED
Prunus cerasifera Ehrh.	Prunus cerasifera	Prunus		MATCHED
Prunus cerasus L.	Prunus cerasus	Prunus		MATCHED
Prunus domestica L. [s.str.]	Prunus domestica	Prunus		MATCHED
Prunus laurocerasus L.	Prunus laurocerasus	Prunus		MATCHED
Prunus lusitanica L.	Prunus lusitanica	Prunus		MATCHED
Prunus mahaleb L.	Prunus mahaleb	Prunus		MATCHED
Prunus padus L.	Prunus padus	Prunus		MATCHED
Prunus persica (L.) Batsch	Prunus persica	Prunus		MATCHED
Prunus serotina Ehrh.	Prunus serotina	Prunus		MATCHED
Prunus spinosa L. [s.str.]	Prunus spinosa	Prunus		MATCHED
Pseudephemerum nitidum (Hedw.) Loeske	Pseudephemerum nitidum	Pseudephemerum	13	MATCHED
Pseudoamblystegium subtile (Hedw.) Vanderp. &amp; Hedenäs	Pseudoamblystegium subtile	Pseudoamblystegium		MATCHED
Pseudobryum cinclidioides (Huebener) T. J. Kop.	Pseudobryum cinclidioides	Pseudobryum	12	MATCHED
Pseudocampylium radicale (P. Beauv.) Vanderp. &amp; Hedenäs	Pseudocampylium radicale	Pseudocampylium		MATCHED
Pseudocrossidium hornschuchianum (Schultz) R. H. Zander	Pseudocrossidium hornschuchianum	Pseudocrossidium		MATCHED
Pseudocrossidium revolutum (Brid.) R. H. Zander	Pseudocrossidium revolutum	Pseudocrossidium		MATCHED
Pseudofumaria lutea (L.) Borkh.	Pseudofumaria lutea	Pseudofumaria		MATCHED
Pseudohygrohypnum eugyrium (Schimp.) Kanda	Pseudohygrohypnum eugyrium	Pseudohygrohypnum	13	MATCHED
Pseudohygrohypnum fertile (Sendtn.) Jan Kučera &amp; Ignatov	Pseudohygrohypnum fertile	Pseudohygrohypnum		MATCHED
Pseudoleskeella nervosa (Brid.) Nyholm	Pseudoleskeella nervosa	Pseudoleskeella		MATCHED
Pseudoleskeella tectorum (Brid.) Broth.	Pseudoleskeella tectorum	Pseudoleskeella		MATCHED
Pseudorchis albida (L.) Á. &amp; D. Löve	Pseudorchis albida	Pseudorchis	25, 27	MATCHED
Pseudoscleropodium purum (Hedw.) M. Fleisch.	Pseudoscleropodium purum	Pseudoscleropodium		MATCHED
Pseudostereodon procerrimus (Molendo) M. Fleisch.	Pseudostereodon procerrimus	Pseudostereodon	13	MATCHED
Pseudotaxiphyllum elegans (Brid.) Z. Iwats.	Pseudotaxiphyllum elegans	Pseudotaxiphyllum		MATCHED
Pseudotsuga menziesii (Mirb.) Franco	Pseudotsuga menziesii	Pseudotsuga		MATCHED
Pseudoturritis turrita (L.) Al-Shehbaz	Pseudoturritis turrita	Pseudoturritis		MATCHED
Pteridium aquilinum (L.) Kuhn	Pteridium aquilinum	Pteridium		MATCHED
Pterigynandrum filiforme Hedw.	Pterigynandrum filiforme	Pterigynandrum		MATCHED
Pterygoneurum ovatum (Hedw.) Dixon	Pterygoneurum ovatum	Pterygoneurum		MATCHED
Pterygoneurum subsessile (Brid.) Jur.	Pterygoneurum subsessile	Pterygoneurum		MATCHED
Ptilidium ciliare (L.) Hampe	Ptilidium ciliare	Ptilidium		MATCHED
Ptilidium pulcherrimum (Weber) Vain.	Ptilidium pulcherrimum	Ptilidium		MATCHED
Ptilium crista-castrensis (Hedw.) De Not.	Ptilium crista-castrensis	Ptilium		MATCHED
Ptychomitrium polyphyllum (Sw.) Bruch &amp; Schimp.	Ptychomitrium polyphyllum	Ptychomitrium	13	MATCHED
Ptychostomum arcticum (R. Br.) Holyoak &amp; N. Pedersen	Ptychostomum arcticum	Ptychostomum	13	MATCHED
